-9.446839287273711250e+00,-3.950631925936128397e+01
0.000000000000000000e+00,-6.529999999999999716e+01
-4.012628664642114984e-01,-6.373578009013181145e+01
-1.411465248482875623e+01,-1.227987714119342044e+01
-1.592663527741001239e+01,-2.998520103850361274e+00
-2.564323276903479609e-02,-6.525896688009244428e+01
-1.193965164925756284e+01,-1.745053199809568056e+01
-2.637906732227598638e+00,-5.940674011538827415e+01
-1.600000000000000000e+01,-1.299999999999999822e+00
-3.139407952911710709e+00,-5.803660826313905829e+01
-1.499642963116906103e+01,-8.314271931703100194e+00
-1.023758643213523456e+01,-3.755281242397114738e+01
-3.634710844624404302e+00,-5.542713498621862556e+01
-5.364357633905321165e-01,-6.404215955347970635e+01
-1.073538576919800036e+01,-3.104179206061659002e+01
-5.939747839787532513e+00,-5.116364557370155808e+01
-1.282134631242350054e+01,-1.871746070297921705e+01
-1.169129800410479625e+01,-3.387616753740300624e+01
-5.148739716960147206e+00,-4.981740942634092306e+01
-1.600000000000000000e+01,-1.299999999999999822e+00
-1.598629520707735630e+01,-2.016109622928241585e+00
-1.452133985646149839e+01,-1.019454754660155871e+01
-1.264175031453005360e+01,-2.570940420002665050e+01
-1.070091819537338651e+01,-2.202630141790490370e+01
-1.233644862010950760e+01,-1.991535922256552382e+01
-4.410453163521697917e+00,-5.373573372135986403e+01
-1.463882843833562042e+01,-9.661327004218332348e+00
-1.553971238684777667e+01,-5.830957591605405277e+00
-9.430941479718157439e+00,-4.306032021594947423e+01
-1.167558302362669487e+01,-3.288579002851681565e+01
-1.206513203543277868e+01,-2.759493669892457390e+01
-1.596635083384041565e+01,-2.434271708971153636e+00
-1.337124000376493349e+01,-1.528089738010952914e+01
-1.112812852757621940e+01,-1.941526125779429535e+01
0.000000000000000000e+00,-6.529999999999999716e+01
-1.259892654028212711e+01,-3.334517422503368067e+01
-1.078650745594577032e+01,-3.590075680302563654e+01
-2.184728893141095085e+00,-6.105244246407117714e+01
-7.437138485793813203e+00,-4.383051539087038861e+01
-1.320358668814158065e+01,-1.572552715657071687e+01
-1.565998073357710751e+01,-5.138689526853869260e+00
-1.329677596906799408e+01,-1.620960030535460206e+01
-1.187950671889226939e+01,-1.810050217661072480e+01
-1.208757564598624512e+01,-2.820184101072253569e+01
-4.504555787848300241e+00,-5.408452967630515928e+01
-6.122799815634788700e+00,-5.012385306277756314e+01
-1.485943166536806181e+01,-8.980696251290677168e+00
-1.397525951838494862e+01,-1.313067020593373613e+01
-1.314675347718880616e+01,-1.792616857007448061e+01
-1.083213900419848486e+01,-2.315712169834119294e+01
-9.107473729328193102e+00,-4.372537256539914807e+01
-9.370627486444549348e+00,-4.130851140329311733e+01
-1.563378102111382617e+01,-5.297180730254848591e+00
-1.245136435993855173e+01,-3.394612414439747994e+01
-1.170433927604062063e+00,-6.078153150092974499e+01
-1.423805456367351496e+01,-1.102624300157061654e+01
-1.264175031453005360e+01,-2.570940420002665050e+01
-1.488072514984657069e+01,-8.767022057275301705e+00
-4.334406406005051338e+00,-5.611263480855212293e+01
-1.416406343592479899e+01,-1.126574076262188129e+01
-1.045184696806134106e+01,-2.452213149030010797e+01
-1.092911841631966396e+01,-3.189139897602043661e+01
-1.353913704192232359e+01,-1.317314570408549201e+01
-8.146401486712651518e+00,-4.355797542730151406e+01
-9.273158955589497765e+00,-4.410964162397907273e+01
-1.353675826978702723e+01,-2.920807541920304473e+01
-1.552108174262201068e+01,-5.999723730809791711e+00
-6.252378156919498053e+00,-5.036489836466448367e+01
-9.260639597038114346e+00,-3.841154413555462099e+01
-1.599812943913972241e+01,-1.561370447122301108e+00
-2.862288346088984525e+00,-5.978631070414709825e+01
-7.862560683199404821e+00,-4.621179954022813519e+01
-9.642016893659377530e+00,-3.876597800549691897e+01
-1.111958523101059981e+01,-3.607084491908844370e+01
-1.359631949206655577e+01,-2.868686442677058679e+01
-1.186288536547556305e+01,-2.258594912279545497e+01
-1.241930264196977340e+01,-3.093136914158098350e+01
-1.320725799754990426e+01,-1.487754021270583848e+01
-1.192189725829044633e+01,-2.131653850230000913e+01
-1.181509494422621920e+01,-2.005996514945496756e+01
-1.716734200306799352e+00,-6.213704396113433859e+01
-9.548562478610637783e+00,-4.010025356649585859e+01
-1.298021345720229824e+01,-2.352763101258308964e+01
-1.334872112189569116e+01,-1.431977009594908878e+01
-5.098512733898289184e+00,-5.258358798864856709e+01
-3.256843117423983358e+00,-5.612593564081155506e+01
-1.088579908048309264e+01,-2.262375438995260168e+01
-1.205071299119648387e+01,-2.818592389456077640e+01
-2.326351220008280762e+00,-5.864643316347664381e+01
-1.590083843975642708e+01,-3.420820056056631309e+00
-1.538031015896911313e+01,-6.642912710757864936e+00
-1.023963217308122964e+01,-2.864048470083944764e+01
-1.263185492130123322e+01,-2.325363807659961068e+01
-1.527576651727384593e+01,-7.130347991640104688e+00
-8.143326283226151929e+00,-4.572156640400171312e+01
-6.742421536166222751e+00,-4.906552640930461706e+01
-1.214338873197509727e+01,-3.289860598018439219e+01
-1.578443851905740658e+01,-4.301277423736004302e+00
-6.594497637072393559e+00,-4.877857102248415799e+01
-1.237598110958997566e+01,-2.505219722723029818e+01
